Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
COHR,Coherent Corp,Common Stock,317.22,$55.84B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,NYSE
STM,STMicroelectronics NV,Depository Receipt,65.43,$54.91B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NYSE
KEYS,Keysight Technologies Inc,Common Stock,328.11,$53.68B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,NYSE
CIEN,Ciena Corp,Common Stock,408.73,$53.62B,Information Technology,Communications Equipment,Communications Equipment,NYSE
ALAB,Astera Labs Inc,Common Stock,319.79,$52.98B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
TER,Teradyne Inc,Common Stock,374.04,$52.25B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NASDAQ
UMC,United Microelectronics Corp,Depository Receipt,21.19,$51.06B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NYSE
NBIS,Nebius Group N V,Common Stock,216.92,$46.37B,Information Technology,Software,Systems Software,NASDAQ
ADSK,Autodesk Inc,Common Stock,211.15,$45.96B,Information Technology,Software,Application Software,NASDAQ
INFY,Infosys Ltd,Depository Receipt,11.16,$45.80B,Information Technology,IT Services,IT Consulting & Other Services,NYSE
FLEX,Flex Ltd,Common Stock,127.39,$43.93B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NASDAQ
MCHP,Microchip Technology Inc,Common Stock,83.38,$43.72B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
CBRS,Cerebras Systems Inc,Common Stock,208.57,$40.07B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
CRWV,CoreWeave Inc,Common Stock,79.58,$39.86B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
CRDO,Credo Technology Group Holding Ltd,Common Stock,223.87,$39.55B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
ROP,Roper Technologies Inc,Common Stock,350.69,$36.62B,Information Technology,Software,Application Software,NASDAQ
WDAY,Workday Inc,Common Stock,141.17,$36.36B,Information Technology,Software,Application Software,NASDAQ
CLS,Celestica Inc,Common Stock,339.59,$35.34B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NYSE
MSTR,Strategy Inc,Common Stock,101.95,$34.75B,Information Technology,Software,Application Software,NASDAQ
ON,ON Semiconductor Corp,Common Stock,91.06,$33.74B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
JBL,Jabil Inc,Common Stock,318.93,$32.27B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NYSE
UI,Ubiquiti Inc,Common Stock,535.94,$32.22B,Information Technology,Communications Equipment,Communications Equipment,NYSE
NTAP,NetApp Inc,Common Stock,165.76,$31.57B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NASDAQ
GFS,GLOBALFOUNDRIES Inc,Common Stock,59.39,$31.17B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
TWLO,Twilio Inc,Common Stock,196.22,$31.15B,Information Technology,IT Services,Internet Services & Infrastructure,NYSE
FICO,Fair Isaac Corporation,Common Stock,1227.34,$29.31B,Information Technology,Software,Application Software,NYSE
ERIC,Telefonaktiebolaget LM Ericsson (publ),Depository Receipt,9.59,$29.06B,Information Technology,Communications Equipment,Communications Equipment,NASDAQ
TDY,Teledyne Technologies Inc.,Common Stock,647.48,$29.03B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,NYSE
Q,Qnity Electronics Inc,Common Stock,138.78,$28.17B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NYSE
ZM,Zoom Communications Inc,Common Stock,89.77,$26.66B,Information Technology,Software,Application Software,NASDAQ
MDB,MongoDB Inc,Common Stock,307.65,$26.01B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
OKTA,Okta Inc,Common Stock,141.71,$25.79B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
TSEM,Tower Semiconductor Ltd,Common Stock,250.91,$25.63B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
