Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
GXO,GXO Logistic Inc,Common Stock,54.06,$6.07B,Industrials,Air Freight & Logistics,Air Freight & Logistics,NYSE
CNM,Core & Main Inc,Common Stock,43.37,$8.48B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,NYSE
BBUC,Brookfield Business Corp,Common Stock,30.97,$6.26B,Industrials,Industrial Conglomerates,Industrial Conglomerates,NYSE
ESAB,ESAB Corp,Common Stock,86.02,$5.05B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
UHAL/B,U-Haul Holding Co,Common Stock,62.11,$10.93B,Industrials,Ground Transportation,Cargo Ground Transportation,NYSE
NXT,Nextpower Inc,Common Stock,105.67,$15.20B,Industrials,Electrical Equipment,Electrical Components & Equipment,NASDAQ
CR,Crane Company,Common Stock,217.38,$12.56B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
VLTO,Veralto Corp,Common Stock,90.18,$22.88B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,NYSE
GEV,GE Vernova Inc,Common Stock,1078.81,$290.00B,Industrials,Electrical Equipment,Heavy Electrical Equipment,NYSE
ULS,UL Solutions Inc,Common Stock,85.49,$17.26B,Industrials,Professional Services,Research & Consulting Services,NYSE
LOAR,Loar Holdings Inc,Common Stock,70.37,$6.55B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
LTM,LATAM Airlines Group SA,Depository Receipt,51.57,$14.85B,Industrials,Passenger Airlines,Passenger Airlines,NYSE
AMTM,Amentum Holdings Inc,Common Stock,20.98,$5.17B,Industrials,Professional Services,Research & Consulting Services,NYSE
SARO,StandardAero Inc,Common Stock,27.12,$8.86B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
ECG,Everus Construction Group Inc,Common Stock,136.05,$6.71B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
KRMN,Karman Holdings Inc,Common Stock,46.67,$5.95B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
LGN,Legence Corp,Common Stock,72.55,$7.36B,Industrials,Construction & Engineering,Construction & Engineering,NASDAQ
FPS,Forgent Power Solutions Inc,Common Stock,40.31,$11.72B,Industrials,Electrical Equipment,Heavy Electrical Equipment,NYSE
MWH,SOLV Energy Inc,Common Stock,28.54,$5.87B,Industrials,Construction & Engineering,Construction & Engineering,NASDAQ
SUNB,Sunbelt Rentals Holdings Inc,Common Stock,72.05,$29.49B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,NYSE
MAIR,Madison Air Solutions Corp,Common Stock,35.6,$17.33B,Industrials,Building Products,Building Products,NYSE
ARXS,Arxis Inc,Common Stock,44.3,$17.14B,Industrials,Aerospace & Defense,Aerospace & Defense,NASDAQ
XE,X-Energy Inc,Common Stock,16.79,$6.36B,Industrials,Electrical Equipment,Heavy Electrical Equipment,NASDAQ
HONA,Honeywell Aerospace Inc,Common Stock,200.14,$64.16B,Industrials,Aerospace & Defense,Aerospace & Defense,NASDAQ
DPC,DPC Holdings PLC,Common Stock,47.65,$6.54B,Industrials,Electrical Equipment,Heavy Electrical Equipment,NYSE
